id,serpro__company_age_months,serpro__num_owners,serpro__num_owners_added_last_12m,serpro__avg_owner_tenure_months,serpro__num_key_executive_owners,serpro__key_executive_owner_fraction,serpro__num_non_executive_owners,bacen__min_account_age_months,bacen__max_account_age_months,bacen__has_bacen_last_1m,bacen__has_over30_last_1m,bacen__has_over30_cc_last_1m,bacen__has_over60_last_1m,bacen__has_over60_cc_last_1m,bacen__has_writeoff_last_12m,bacen__has_writeoff_last_48m,bacen__has_writeoff_ever,bacen__ratio_revolving_to_total_cc_last_1m,bacen__utilization_last_1m,bacen__utilization_cc_last_1m,bacen__overdue_ratio_last_1m,bacen__overdue_ratio_cc_last_1m,bacen__over30_ratio_last_1m,bacen__over30_ratio_cc_last_1m,bacen__over60_ratio_last_1m,bacen__over60_ratio_cc_last_1m,bacen__due_in_30_ratio_last_1_month,bacen__due_in_30_ratio_cc_last_1_month,target
11,23.24346849,1.0,0.0,23.24346849,1.0,1.0,0.0,-0.09677419,0.58064516,0,,,,,,,,,,,,,,,,,,,0
12,146.54378472,4.0,0.0,55.221204074999996,1.0,0.25,2.0,89.22580645,145.90322581,0,,,,,,,,,,,,,,,,,,,0
13,11.31298238,1.0,1.0,11.31298238,1.0,1.0,0.0,0.0,6.70967742,0,,,,,,,,,,,,,,,,,,,0
14,32.50671408,1.0,0.0,20.28090763,1.0,1.0,0.0,32.96774194,32.96774194,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8227995942006615,0.04143655566089649,0.0,0.0,0.0,0.0,0.0,0.0,0.17224818183899748,0.010359138915224123,1
15,149.56946647,1.0,0.0,99.98882131,1.0,1.0,0.0,148.12903226,148.12903226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003697870403753713,0.6197392109781152,0.3461225573307461,0.0027678675492491113,0.0,0.0,0.0,0.0,0.0,0.04691935608519687,0.11625804952722657,1
16,112.95782146,1.0,1.0,0.21588598,1.0,1.0,0.0,111.83870968,111.83870968,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,69.24607191,1.0,0.0,37.79445901,1.0,1.0,0.0,63.29032258,63.29032258,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3663211491615174E-4,0.9005837451840103,0.4385574331119541,0.0,0.0,0.0,0.0,0.0,0.0,0.059069425889657266,0.05501481434635468,0
18,107.75794019,1.0,0.0,107.75794019,1.0,1.0,0.0,84.22580645,84.22580645,0,,,,,,,,,,,,,,,,,,,1
19,1.0855171,3.0,3.0,1.0855171,1.0,0.33333334,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,0
20,27.28409685,1.0,0.0,27.28409685,1.0,1.0,0.0,-0.25806452,21.5483871,0,,,,,,,,,,,,,,,,,,,0
21,5.66965875,3.0,3.0,5.66965875,3.0,1.0,0.0,-0.77419355,5.48387097,0,,,,,,,,,,,,,,,,,,,0
22,109.47600769,9.0,0.0,22.031563250000005,2.0,0.22222222,0.0,116.25806452,116.25806452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.286272025321305E-8,0.9798989030051473,0.38726601442571207,0.0,0.0,0.0,0.0,0.0,0.0,0.014059315693289113,0.37153670572465786,0
23,77.12172155,1.0,0.0,77.12172155,1.0,1.0,0.0,-0.25806452,7.38709677,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
24,121.0,1.0,0.0,121.0,1.0,1.0,0.0,76.77419355,98.25806452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7956787376031234,0.7122938115082476,0.0,0.0,0.0,0.0,0.0,0.0,0.2269646318878217,0.4097403836103847,0
25,86.44135417,1.0,0.0,86.44135417,1.0,1.0,0.0,86.25806452,86.25806452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,320.82306788,4.0,0.0,154.9843582,2.0,0.5,2.0,-0.03225806,40.12903226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.617608750687636E-4,,0.0,,0.0,,0.0,,0.0,,0
27,48.63365442,2.0,1.0,29.50462216,1.0,0.5,1.0,9.29032258,35.29032258,0,,,,,,,,,,,,,,,,,,,0
28,381.0,1.0,0.0,230.11940076,1.0,1.0,0.0,378.41935484,660.77419355,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986046695582921,0.9260504875526377,0.0013807934135371123,0.0,0.0,0.0,0.0,0.0,0.0806472941112157,0.25985394057388406,1
29,36.09033415,1.0,1.0,4.83226964,1.0,1.0,0.0,3.03225806,3.03225806,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1
30,191.50181788,2.0,0.0,139.79214045999998,1.0,0.5,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,1
31,106.86243093,4.0,0.0,64.9995277025,1.0,0.25,3.0,102.25806452,102.25806452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9265685912257469,0.3178913670745757,0.0,0.0,0.0,0.0,0.0,0.0,0.2783403852179465,0.1490968765622623,0
32,65.31445154,6.0,2.0,19.70692465833333,1.0,0.16666667,5.0,55.06451613,55.06451613,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,156.2145333,1.0,0.0,48.11775911,1.0,1.0,0.0,135.41935484,135.41935484,0,,,,,,,,,,,,,,,,,,,0
34,43.24877763,2.0,0.0,43.24877763,2.0,1.0,0.0,0.0,27.67741935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.03944516105218522,,0
35,13.89240741,1.0,1.0,1.40853644,1.0,1.0,0.0,-0.03225806,9.74193548,0,,,,,,,,,,,,,,,,,,,0
36,457.92045699,4.0,0.0,153.847876345,4.0,1.0,0.0,269.0,269.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32011478736943955,0.5614043831730059,0.0,0.0,0.0,0.0,0.0,0.0,0.09583032398643519,0.20587711243327078,0
37,299.18394153,1.0,0.0,265.24845766,1.0,1.0,0.0,0.0,223.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7762271018438708,0.02298371595116754,0.0,0.0,0.0,0.0,0.0,0.0,0.03155800170034492,0.02298371595116754,0
38,75.43677531,5.0,0.0,40.417420474,4.0,0.8,1.0,47.22580645,64.06451613,0,,,,,,,,,,,,,,,,,,,0
39,102.73334491,1.0,1.0,3.73334491,1.0,1.0,0.0,3.19354839,6.51612903,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1
40,338.38130376,2.0,0.0,338.67162634,2.0,1.0,0.0,337.29032258,337.29032258,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17403823432142146,0.28380089082020643,0.0,0.0,0.0,0.0,0.0,0.0,0.012659274355557597,0.17337586094513852,0
41,80.12447767,2.0,0.0,38.67286477,1.0,0.5,1.0,77.80645161,77.80645161,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41521727127160285,0.41521727127160285,0.0,0.0,0.0,0.0,0.0,0.0,0.41521727127160285,0.41521727127160285,0
42,689.18129406,1.0,0.0,39.76193922,1.0,1.0,0.0,649.67741935,649.67741935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06179675065144898,0.1525145919473895,0.0,0.0,0.0,0.0,0.0,0.0,0.05502719533763095,0.13580730628158516,0
43,54.96316346,1.0,0.0,14.15671184,1.0,1.0,0.0,0.0,11.09677419,0,,,,,,,,,,,,,,,,,,,0
44,12.76097334,1.0,0.0,12.76097334,1.0,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,1
45,71.15461432,4.0,0.0,58.33203367749999,3.0,0.75,0.0,73.51612903,73.51612903,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47615728885267605,0.47680460519476753,0.0,0.0,0.0,0.0,0.0,0.0,0.47615728885267605,0.47680460519476753,0
46,28.22099425,1.0,1.0,4.0,1.0,1.0,0.0,0.0,7.67741935,0,,,,,,,,,,,,,,,,,,,0
47,194.6384991,1.0,1.0,3.05785394,1.0,1.0,0.0,4.96774194,77.4516129,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3849316214110594,0.9945886046186693,1.0,0.017710847715649784,0.0,0.0,0.0,0.0,0.0,0.07543560921110404,1.0,1
48,178.2115162,2.0,0.0,78.437322655,2.0,1.0,0.0,177.93548387,177.93548387,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9298539829515363,0.5173320588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.03758296924265188,0.1450206617647059,0
49,506.0,3.0,1.0,320.84886835333333,3.0,1.0,0.0,325.16129032,388.03225806,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7684226364443716,0.12890106893573605,0.0,0.0,0.0,0.0,0.0,0.0,0.014822395171256813,0.08039637327038013,0
50,409.0,1.0,0.0,242.082301,1.0,1.0,0.0,398.0,398.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
51,101.64338896,2.0,0.0,101.64338896,1.0,0.5,1.0,69.5483871,69.5483871,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19806995199372981,0.19806995199372981,0.0,0.0,0.0,0.0,0.0,0.0,0.07880866072303322,0.07880866072303322,0
52,108.18664053,1.0,0.0,108.18664053,1.0,1.0,0.0,107.87096774,107.87096774,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,208.85861932,3.0,0.0,75.16381073333332,1.0,0.33333334,2.0,187.61290323,187.61290323,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,19.42155354,2.0,0.0,19.42155354,2.0,1.0,0.0,-0.03225806,16.22580645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0
55,51.63227039,5.0,1.0,34.57420587,3.0,0.6,2.0,50.48387097,50.48387097,0,,,,,,,,,,,,,,,,,,,0
56,194.40508923,2.0,0.0,55.82444407,2.0,1.0,0.0,-0.03225806,69.67741935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7061995600000001,0.7061995600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.54679778,0.54679778,0
57,19.12012731,1.0,0.0,19.12012731,1.0,1.0,0.0,13.61290323,19.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9963869612671676,0.80681,0.0,0.0,0.0,0.0,0.0,0.0,0.013993893673413766,0.6569266666666668,0
58,79.666732,3.0,0.0,49.26888254,2.0,0.6666667,0.0,73.51612903,73.51612903,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21872297634718016,0.35211022593713076,0.0,0.0,0.0,0.0,0.0,0.0,0.21872297634718016,0.35211022593713076,0
59,150.44409872,1.0,0.0,30.6376471,1.0,1.0,0.0,147.22580645,147.22580645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
60,51.51110402,2.0,0.0,51.51110402,2.0,1.0,0.0,52.22580645,52.22580645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.657074340527578E-4,5.596330275229358E-4,0.0,0.0,0.0,0.0,0.0,0.0,3.657074340527578E-4,5.596330275229358E-4,0
61,55.31065151,1.0,0.0,55.31065151,1.0,1.0,0.0,-0.38709677,-0.03225806,0,,,,,,,,,,,,,,,,,,,0
62,73.24505488,3.0,0.0,66.43860326666668,3.0,1.0,0.0,0.0,71.90322581,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9124361598672533,0.8586572647429834,0.0,0.0,0.0,0.0,0.0,0.0,0.3705197534245389,0.06704003253297221,0
63,216.50794131,3.0,0.0,119.04557571666665,3.0,1.0,0.0,215.09677419,215.09677419,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
64,177.99178054,1.0,0.0,25.92726441,1.0,1.0,0.0,135.12903226,135.12903226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5224763441189252,0.4624236313662339,0.0,0.0,0.0,0.0,0.0,0.0,0.0472339727477634,0.1709615256664442,0
65,66.27658789,6.0,1.0,53.07766315833334,3.0,0.5,0.0,66.16129032,66.16129032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16026337456797696,0.16143085609837954,0.0,0.0,0.0,0.0,0.0,0.0,0.09390923422006975,0.0945933412206975,0
66,84.56752091,2.0,2.0,2.27719833,1.0,0.5,1.0,72.12903226,658.51612903,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5665111632131766,0.5247671974522293,0.0,0.0,0.0,0.0,0.0,0.0,0.04416101061750959,0.22854171974522294,0
67,351.17870072,2.0,0.0,256.43676523,2.0,1.0,0.0,351.12903226,351.12903226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7560411730252039,0.7482915501055595,0.0,0.0,0.0,0.0,0.0,0.0,0.28279107517701113,0.3881364165975555,0
68,176.53738949,1.0,0.0,22.15029271,1.0,1.0,0.0,144.22580645,666.90322581,0,,,,,,,,,,,,,,,,,,,1
69,16.99498469,4.0,2.0,9.8256298525,1.0,0.25,3.0,16.48387097,16.90322581,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,143.38421147,3.0,0.0,128.63152329666667,2.0,0.6666667,1.0,151.29032258,151.29032258,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,18.95520535,2.0,0.0,18.95520535,1.0,0.5,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,0
72,71.47001344,2.0,0.0,71.47001344,2.0,1.0,0.0,71.32258065,71.32258065,0,,,,,,,,,,,,,,,,,,,0
73,46.77002912,1.0,0.0,15.80228719,1.0,1.0,0.0,41.90322581,41.90322581,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
74,26.21063583,1.0,0.0,26.21063583,1.0,1.0,0.0,20.19354839,24.38709677,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7306790186383948,0.7306790186383948,0.0,0.0,0.0,0.0,0.0,0.0,0.7306790186383948,0.7306790186383948,0
75,84.67276844,4.0,0.0,67.1888974725,4.0,1.0,0.0,83.03225806,83.03225806,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4426936,0.4426936,0.0,0.0,0.0,0.0,0.0,0.0,0.11793120000000003,0.11793120000000003,0
76,177.0,2.0,0.0,52.621794355,1.0,0.5,1.0,172.90322581,172.90322581,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0
77,87.92106295,3.0,0.0,87.92106295,3.0,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,0
78,293.24971326,2.0,1.0,21.959390680000002,1.0,0.5,1.0,162.77419355,162.77419355,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0
79,83.85926635,3.0,0.0,22.074320116666666,3.0,1.0,0.0,64.19354839,79.48387097,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20885465411327675,0.7427667200098166,0.0,0.0,0.0,0.0,0.0,0.0,0.17118873357686798,0.6088123565231173,0
80,103.729745,2.0,1.0,57.052325644999996,2.0,1.0,0.0,49.77419355,69.25806452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9742150090467296,0.8665870589447177,0.0,0.0,0.0,0.0,0.0,0.0,0.03691365301022875,0.6832362739185701,0
81,118.69931974,1.0,0.0,30.21544878,1.0,1.0,0.0,22.38709677,118.22580645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2899064727567802,0.33706375606939243,0.0,0.0,0.0,0.0,0.0,0.0,0.06728295313844411,0.07822745276650428,0
82,244.24329936,1.0,0.0,244.24329936,1.0,1.0,0.0,244.25806452,244.25806452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363354481438307E-4,0.16576883393938607,0.38178214772139835,0.0,0.0,0.0,0.0,0.0,0.0,0.07872044605048308,0.1813010337861776,0
83,248.27926822,2.0,0.0,248.27926822,2.0,1.0,0.0,0.0,37.96774194,0,,,,,,,,,,,,,,,,,,,0
84,28.21152143,2.0,0.0,31.08248917,1.0,0.5,1.0,29.5483871,29.5483871,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5901042539345034,,0.0,,0.0,,0.0,,0.5901042539345034,,0
85,98.85610252,1.0,0.0,41.17868317,1.0,1.0,0.0,51.29032258,51.29032258,0,,,,,,,,,,,,,,,,,,,0
86,175.18505899,5.0,0.0,150.991510602,1.0,0.2,4.0,173.22580645,173.22580645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8880864816839581,0.06708254552852144,0.0,0.0,0.0,0.0,0.0,0.0,0.43919363019150187,0.0505176321528636,0
87,233.0,1.0,0.0,233.0,1.0,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,1
88,53.34351777,2.0,1.0,31.97255003,1.0,0.5,1.0,52.96774194,52.96774194,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9215787431195438,0.009317676767676766,0.0,0.0,0.0,0.0,0.0,0.0,0.18426460584807824,0.006593434343434343,0
89,102.96090688,2.0,0.0,102.96090688,1.0,0.5,1.0,102.61290323,102.61290323,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.694411493512913,0.5108258013513186,0.0,0.0,0.0,0.0,0.0,0.0,0.1061672629849002,0.284876666549522,0
90,107.08305742,2.0,0.0,107.08305742,2.0,1.0,0.0,92.90322581,92.90322581,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28709259684915656,0.39260784248093283,0.0,0.0,0.0,0.0,0.0,0.0,0.20193134029913884,0.3314903738580788,0
91,23.5771468,4.0,0.0,23.5771468,4.0,1.0,0.0,-0.09677419,-0.09677419,0,,,,,,,,,,,,,,,,,,,0
92,180.80075717,2.0,0.0,130.349144265,1.0,0.5,1.0,158.0,158.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.149520846528809E-7,0.7019656578419552,0.8091283483313614,0.0,0.0,0.0,0.0,0.0,0.0,0.15123569739509637,0.28279341427886634,0
93,44.21045774,4.0,3.0,7.718522252500001,3.0,0.75,1.0,42.38709677,42.38709677,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1430078698145925,0.17877772219443053,0.0,0.0,0.0,0.0,0.0,0.0,0.1426470588235294,0.17832666333166583,0
94,59.7018358,2.0,0.0,59.7018358,1.0,0.5,1.0,65.48387097,65.48387097,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0
95,41.41406735,2.0,0.0,30.76890606,2.0,1.0,0.0,40.67741935,40.67741935,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6330187301005569,0.6179444178565667,0.0,0.0,0.0,0.0,0.0,0.0,0.041334976674387326,0.30367214880561183,0
96,12.47965763,2.0,0.0,12.47965763,1.0,0.5,1.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,0
97,86.37917451,2.0,1.0,45.37917451,1.0,0.5,1.0,85.16129032,85.16129032,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8875993140390548,0.5124440869935931,0.0,0.0,0.0,0.0,0.0,0.0,0.18925404136255486,0.3293116887436241,0
98,99.96122984,1.0,0.0,99.96122984,1.0,1.0,0.0,97.09677419,97.09677419,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99,7.59871602,3.0,3.0,8.72774828,3.0,1.0,0.0,8.58064516,8.58064516,0,,,,,,,,,,,,,,,,,,,0
100,40.03469161,1.0,1.0,3.71211096,1.0,1.0,0.0,0.0,658.03225806,0,,,,,,,,,,,,,,,,,,,0
101,40.05262657,1.0,0.0,14.50423947,1.0,1.0,0.0,-0.19354839,12.22580645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
102,103.28513852,2.0,2.0,1.60771916,1.0,0.5,1.0,109.22580645,109.22580645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011793483627289894,0.02949362822925968,0.0,0.0,0.0,0.0,0.0,0.0,0.011793483627289894,0.02949362822925968,0
103,100.86250485,1.0,0.0,100.86250485,1.0,1.0,0.0,19.25806452,19.25806452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,,0.0,,0.0,,0.24192055270191412,,1
104,141.21005488,2.0,0.0,93.4681194,2.0,1.0,0.0,136.70967742,136.70967742,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30819275776122784,0.25947757099947016,0.0,0.0,0.0,0.0,0.0,0.0,0.1635346721270802,0.24940436233511262,0
105,54.62987119,1.0,0.0,30.85567764,1.0,1.0,0.0,52.96774194,52.96774194,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8134433482685469,0.848037894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.11455724795408842,0.4650540350877193,0
106,253.21072095,1.0,0.0,33.69459192,1.0,1.0,0.0,212.22580645,212.22580645,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.9798089055587613,,0.0,,0.0,,0.0,,0.04783669936526256,,0
107,140.98713112,4.0,1.0,116.793582735,2.0,0.5,2.0,171.03225806,171.03225806,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9081875505505564,0.003390904644145815,0.0,0.0,0.0,0.0,0.0,0.0,3.123865341780339E-4,0.003390904644145815,0
108,95.57976478,1.0,0.0,95.57976478,1.0,1.0,0.0,65.12903226,76.22580645,1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,,1.0,,0.9011889187484128,,0.9011889187484128,,0.9011889187484128,,0.09881108125158723,,1
109,528.15487455,7.0,0.0,135.85533538142857,5.0,0.71428573,2.0,505.03225806,505.03225806,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9749507302382193,0.6033707962011096,0.0,0.0,0.0,0.0,0.0,0.0,0.0470014636165018,0.21571086364818184,0
110,30.51014748,1.0,0.0,30.51014748,1.0,1.0,0.0,11.96774194,28.12903226,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988104034671237,0.9988104034671237,0.0,0.0,0.0,0.0,0.0,0.0,0.9498430466248474,0.9498430466248474,1
111,46.37217107,1.0,0.0,46.37217107,1.0,1.0,0.0,46.38709677,46.38709677,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7643425252323263,0.053646596267811514,0.0,0.0,0.0,0.0,0.0,0.0,0.06801197777323739,0.018866054241201576,0
112,50.05254294,2.0,2.0,10.92351068,2.0,1.0,0.0,0.0,41.70967742,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99888,0.99888,0.0,0.0,0.0,0.0,0.0,0.0,0.81816,0.81816,0
113,2.95678614,1.0,1.0,2.95678614,1.0,1.0,0.0,-1.12903226,2.90322581,0,,,,,,,,,,,,,,,,,,,1
114,303.19817391,2.0,0.0,303.19817391,2.0,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,0
